N_e,N_b,M_e,M_b,K,p,c,t,rf,theta_e,theta_b,precision_e,precision_b,CF_BL,BL
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7999999999999999,1000,1000,115.4699693872964,116.99996938641141
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.75,10,10,108.07829990925455,88.89711920763091
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,100,1000,114.74087615445679,116.25146447099274
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.75,100,10,113.03898346275827,116.06345792020738
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.65,100,10,112.44702594041327,114.8400920036554
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.85,100,10,113.47695911728037,116.237334197329
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.9,10,10,108.25436088584829,89.08239694195555
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.75,1000,10,114.50586846423107,116.81196283499469
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7999999999999999,1000,10,114.68639517356141,116.94353375575179
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.85,10,10,108.18195056287428,89.07099548475253
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.9,100,1000,114.74087615439035,116.25146447131925
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.9,1000,10,114.95169160381474,116.99724056931933
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.9,1000,100,115.46996938728154,116.99996938651128
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7,1000,10,114.29650526052166,116.45525195618774
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7,100,10,112.73655967025478,115.70674704140043
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.85,1000,10,114.81582222190663,116.98583911211631
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.85,1000,100,115.46996938698612,116.99996938651935
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,10,100,108.24000045509712,89.0851257590785
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7999999999999999,10,10,108.14910356007229,89.028690128388
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,10,1000,108.24000045486267,89.08512575841627
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.9,100,10,113.67845395739455,116.24873565453203
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.7999999999999999,100,10,113.27760158258918,116.19502884096448
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,100,100,114.74087615476653,116.25146447165497
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,100,100,17.650878653732526,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,1000,100,115.46996938728279,116.99996938644227
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,100,10,113.82437908736773,116.25113499628861
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,1000,1000,115.46996938696958,116.99996938578005
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,100,100,84.79925990597037,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,100,100,47.17687104544984,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,1000,100,29.481806677287857,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,10,100,81.65777638269384,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,1000,100,74.12301670634761,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,100,10,159.6182880746421,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,10,100,124.77245139604004,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,100,100,144.89154156761543,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,100,10,160.34545772821807,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,1000,10,115.03937580898024,116.99963991107592
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,1000,10,168.42293982330585,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,100,100,120.21759309434871,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,10,10,133.16411611855847,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,1000,10,168.66089285995508,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,10,10,132.810514869848,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,100,10,161.30305278604948,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,10,10,133.5080036875592,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,10,100,114.13645107577754,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,10,1000,4.897425890609142,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,100,1000,0.0004754100654151719,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,1000,1000,1.4737906909182875e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,100,1000,164.2754400304197,165.95296040559242
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,10,100,61.04750737275391,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,1000,10,169.17661435312627,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.44999999999999996,0.95,10,10,108.2744520446694,89.08479628371214
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,10,1000,74.38532127166336,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,100,10,161.72959485877712,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,1000,100,5.952501162367763,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,1000,10,168.99631094113252,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,1000,1000,170.13779466332795,171.83779466261512
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,100,10,162.02030549850775,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,100,100,164.18188862278683,165.6180948800253
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,10,10,132.48687061735924,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,100,1000,162.7915472808127,154.28508729131875
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.05,1000,10,167.89256527395958,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,1000,100,122.51970808181964,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,10,100,99.5340688741643,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,100,100,164.26078629368308,165.9635142880436
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.15,100,10,160.81918438033486,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,10,1000,135.60443466031336,126.2486660627402
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,100,10,162.6283405323015,94.40413021594469
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,100,1000,164.28010090983085,165.9800320587387
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,1000,1000,170.13779445233018,171.83779330438546
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,10,100,131.29893274350363,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,100,100,157.54781829715924,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,100,100,163.8272974530145,161.78231388953475
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,1000,100,153.8887194480466,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.25,10,10,133.79282345495162,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,10,100,135.32705573215483,122.05094789353626
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,1000,1000,169.24625885457465,160.14284853696552
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,1000,100,169.4022796236606,122.02364218352477
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,100,10,162.91799700443744,133.34695847367533
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,10,10,134.0034539267633,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,1000,100,166.24301304068274,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,100,1000,164.28010216963398,165.98003341696835
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,100,1000,164.28010216954493,165.9800334167553
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,1000,1000,170.13588174048118,171.8107216512392
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,10,1000,135.59846911831505,126.22159440959393
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,100,1000,35.19541459822425,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,10,1000,135.60443600848805,126.248667420826
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,1000,10,169.3819649763526,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,10,1000,134.51820386817727,114.55372129532026
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,10,1000,135.60443600832122,126.24866742096987
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,100,100,162.39473309792814,116.165880937878
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,10,100,134.30458359045326,76.43451494187951
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,10,100,135.5862902382479,125.88672888402681
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,1000,100,170.0135848914619,167.64007513518152
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,1000,100,170.11699759959055,171.47585612567207
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,10,10,134.9717625681515,118.85068690807651
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.3,1000,1000,18.501343346985138,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,10,100,135.62808358722788,126.23214829204511
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,1000,1000,170.13779466338866,171.83779466251883
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,10,100,135.61884559213587,126.2483243797135
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,100,1000,164.28010216980272,165.98003341682448
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,1000,1000,170.13779466346267,171.83779466247125
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,10,10,134.47420934094058,54.6727642199462
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,100,10,162.41182580982866,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.39999999999999997,1000,10,169.63269496161877,100.26189146159146
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,10,1000,135.60443600828324,126.24866742075682
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,100,100,164.27682269650487,165.97969037571198
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,1000,10,169.51766338150816,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,10,10,134.8369886064038,110.6065489835953
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,100,1000,164.28010216971148,165.98003341687206
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,1000,100,170.13776212351138,171.8377916188075
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,1000,100,170.13779452507762,171.83779466281794
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,10,1000,135.6044360083669,126.24866742099164
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,1000,100,170.13481139700474,171.82127553369037
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,1000,100,170.13744590650515,171.83745162135875
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,10,100,135.60443597612795,126.24866742116797
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,1000,1000,170.13779466319977,171.83779466240208
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,10,10,134.64648968917814,93.61559247767684
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,100,1000,164.28010216940095,165.98003341663582
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,1000,10,169.80446756542653,156.19567622524056
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.35,10,10,134.2961850943014,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,100,100,164.2800975002174,165.98003341717117
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,10,100,135.60917965689208,126.24866437716224
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,1000,1000,170.13779466306897,171.8377946622826
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,10,1000,135.6044360083851,126.24866742087357
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,100,100,164.28004961234237,165.98003340630328
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,100,100,164.2796393832445,165.98003037316073
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,10,100,135.6049742428172,126.24866741030479
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,1000,1000,170.1377946635663,171.83779466275882
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,10,1000,135.60443600853498,126.24866742111357
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,100,100,164.28010215421818,165.98003341718083
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.44999999999999996,1000,10,169.74050116124357,139.2047197193221
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,100,1000,164.28010216950932,165.98003341665566
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,1000,10,169.88476220004208,164.43981414972177
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,1000,100,170.13779466358494,171.83779466286677
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.49999999999999994,100,10,163.10797360562123,150.3379149795938
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,100,10,163.56285416892456,164.56866094914335
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,10,100,135.60446648844442,126.24866742117268
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,100,1000,164.28010216988736,165.98003341711205
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,1000,100,170.13779226600542,171.83779465195005
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.5499999999999999,100,10,163.29053549122838,158.582052904075
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,10,1000,135.604436008164,126.24866742063733
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,100,100,164.28010216935778,165.98003341722
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,10,100,135.6044360085741,126.24866742122151
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,10,1000,135.604436008277,126.24866742080872
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,100,100,164.280101854991,165.98003341716645
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,10,10,135.183469801178,124.83729495314486
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.65,1000,10,169.97748642266345,170.42642219479012
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,10,10,135.109657680145,122.90474741134722
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,100,10,163.44665992616592,162.6361134073457
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,1000,100,170.13779466358406,171.8377946628587
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,10,10,135.27214624895822,125.7039499908899
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,100,10,163.68988751764152,165.43531598688838
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,10,1000,135.60443600831135,126.2486674204822
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,100,1000,164.28010216966018,165.98003341699012
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,1000,1000,170.1377946633288,171.8377946626369
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.6,1000,10,169.9291153259046,168.49387465299247
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7,1000,10,170.0076756031294,171.29307723253515
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,10,100,135.6044360078463,126.24866742118235
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,100,1000,164.28010216960507,165.9800334164807
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,1000,1000,170.13779466319292,171.83779466245397
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,1000,100,170.1377946573594,171.83779466281322
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,1000,1000,170.13779466327338,171.83779466212746
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,1000,100,170.1377946635762,171.8377946627897
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,10,100,135.60443600858045,126.24866742114443
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,100,10,163.92923285168865,165.96590314281696
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,1000,100,170.13779466338013,171.8377946628276
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,10,100,135.60443600858292,126.24866742121344
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,10,1000,135.60443600822995,126.24866742065717
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,100,10,163.77348812254473,165.79202686569533
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,10,10,135.42947555451735,126.19223179045395
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,1000,10,170.05696649725775,171.7813590320992
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,10,10,135.47137424366971,126.23453714681847
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,10,10,135.34042704841406,126.06066086969685
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,1000,1000,170.13779466317413,171.83779466230243
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,100,100,164.28010216990302,165.98003341721193
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,100,1000,164.2801021695325,165.9800334168072
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,100,10,163.98714279818856,165.97730460001998
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.75,1000,10,170.03673243248497,171.6497881113421
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,100,100,164.28010216990927,165.98003341714292
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,1000,100,39.22778930378871,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,10,10,135.54972568695507,126.24833794577808
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,10,100,108.91173354191065,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,100,100,104.9211271607705,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,10,10,157.6967820613516,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,100,100,54.1416104157561,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,1000,100,104.67970411181881,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,10,100,127.25948775604972,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,100,100,148.9572042638154,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.7999999999999999,100,10,163.86357551850406,165.92359778645243
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,10,10,157.9517786196341,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,100,10,198.8291251775032,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,10,100,141.3389704667603,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,100,100,178.09495407684724,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,1000,10,212.6504319650636,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,10,10,135.52958872411295,126.24593860402149
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,10,100,86.21711055941005,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,1000,100,198.07926590718938,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,100,100,192.50161360942536,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.85,1000,10,170.07435557882445,171.82366438846373
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,10,100,151.01345627959196,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,10,10,158.2876501116975,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,1000,100,209.67845055877677,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,1000,10,170.09761759781048,171.83746518742333
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,100,10,199.10902415785998,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.9,1000,10,170.08779742453927,171.83506584566675
1000,1000,100,100,600,1,0.6,0.08,0.05,0.49999999999999994,0.95,100,10,164.03778723287246,165.97970394177656
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.2,1000,10,212.77581318817863,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.3,1000,100,212.32335923083735,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.15,1000,10,212.74053392865582,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,100,10,198.5901486308792,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,10,10,158.7720649383726,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.39999999999999997,100,1000,199.78410064944,201.6281308528071
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.3,10,100,156.67630067837095,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,1000,1000,3.0012159829804675e-05,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.3,10,1000,101.04590396253353,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.3,100,1000,86.54441574811385,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.25,100,1000,0.0104791604507947,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.5499999999999999,0.3,10,10,158.99318015109915,0
