N_e,N_b,M_e,M_b,K,p,c,t,rf,theta_e,theta_b,precision_e,precision_b,CF_BL,BL
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,100,100,18.03316984972461,6.998910080625535
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,10,10,55.476407093632915,-4.570422977580449
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,10,10,55.294068294316624,-16.868621405332362
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,100,1000,18.033205618083116,6.998910090977915
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,1000,10,4.11134603084922,-0.39798051360298814
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,10,100,55.33072659986891,-1.2265029677597
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,100,100,18.0332055677641,6.99891009148871
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,100,100,18.033205618319315,6.998910091534185
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,1000,100,6.8029275540228955,6.999999999488466
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,100,100,18.03320561725206,6.998910091503092
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,100,1000,18.033205618102947,6.99891009112946
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,10,100,55.330726608261855,-1.2265029677453185
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,1000,100,6.802928277259824,6.999999999533941
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,100,1000,18.033205618289767,6.998910091434311
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,10,10,55.365626030805245,-8.624483480851154
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,10,100,55.331734398375325,-1.226502967754982
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,10,100,55.330726608425124,-1.2265029677061534
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,100,10,17.15719272989451,3.654990081667961
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,100,10,17.216720892891665,5.587537623465607
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,10,1000,55.330726608303635,-1.2265029679360282
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,1000,100,6.802910101543505,6.999999999493184
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,1000,100,6.80292827688773,6.999999999542013
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,1000,1000,6.8029282770099115,6.999999998802707
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,1000,100,6.802928277265318,6.999999999464933
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,10,1000,55.33072660822404,-1.2265029682704949
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,100,10,17.513588443522742,6.810903540017591
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,10,1000,55.33072660824445,-1.2265029681189503
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,100,10,17.69221937893826,6.94247446077469
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,100,1000,18.033205618170342,6.998910091312382
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,10,1000,55.33072660840704,-1.226502967814099
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,100,100,18.03320561831554,6.998910091465177
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,10,10,55.5017492409814,-2.637875435782803
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,10,1000,55.330726608272556,-1.226502968445459
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,1000,1000,6.802928276921513,6.999999999129216
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,10,100,55.33072660842156,-1.226502967783233
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,10,10,55.70516298865387,-1.2406332421091975
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,100,10,17.724727499212896,6.984779817139213
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,100,10,17.420890986343213,6.454192661210641
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,10,10,55.59170026928564,-1.7712203980377694
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,100,100,18.03320561830342,6.998910091542257
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,1000,1000,6.802928277213312,6.999999999434067
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,1000,1000,6.802928276917418,6.999999998977671
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,1000,10,4.506683731464649,5.588627531465363
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,10,10,55.70246972591791,-1.28293859847372
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,10,100,55.33072660842581,-1.2265029677142252
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,1000,10,4.909519476398472,6.811993448017347
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,10,10,55.756182593099,-1.229231784906176
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,1000,10,4.76956702997933,6.455282569210397
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,10,10,55.62496649086523,-1.414509519230819
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,1000,10,5.57511064755278,6.999670524098576
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,100,1000,18.033205618135387,6.998910090802951
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,100,100,0.4585024947436586,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,10,100,36.923073883233236,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,100,10,49.1467851332858,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,10,100,24.405953721012484,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,1000,100,0.006854157742585187,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,100,100,7.834841905108781,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,10,10,78.18262416652276,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,1000,100,0.10642336013422207,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,100,10,17.842569028647738,6.996181274342234
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,1000,10,38.65365272937944,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,1000,100,1.1304895566813133,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,1000,10,5.142510416406417,6.943564368774446
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.85,1000,10,5.212678292453232,6.9858697251389685
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,100,100,2.4093242273797926,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,100,100,18.19694064806474,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,10,100,70.35878271799817,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,1000,10,39.86186989675825,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,100,100,32.42494499428804,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.9,1000,10,5.461643615937776,6.99727118234199
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,100,10,52.197394088448476,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,10,10,55.739665748493174,-1.2268324431495898
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,1000,100,17.18473262531246,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,100,10,51.21694880107563,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,10,10,78.82546414344581,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,10,1000,80.64434806433154,46.164255339100066
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,10,10,78.51598768919065,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,1000,10,43.429616943043754,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,10,100,79.64669906597554,-3.6228241286143543
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,10,1000,0.9014134679326112,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,10,100,76.64947577202928,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,100,10,53.00720431915792,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,1000,1000,0.05829857355735235,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,10,100,80.62094638963059,41.99360882304239
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,100,10,50.04903330577334,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.95,100,10,17.841214101328745,6.99858061609882
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,1000,10,45.32639579680392,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,10,10,79.38592053168102,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,10,100,49.40152037184705,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,10,100,60.93926803116832,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,10,10,77.79707790089809,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,10,1000,79.78039145295433,34.49638222482639
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,1000,1000,60.63998723843741,61.999998640622096
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,1000,100,5.668355657294265,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,100,10,53.97315272835027,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,1000,1000,1.4469647050187717e-13,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,10,10,79.18218993060042,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,1000,10,42.16070392451435,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,1000,100,34.14271897445081,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,10,1000,80.64842988230147,46.19132835033213
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,100,1000,61.574366069294065,61.929239300372444
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,100,1000,61.60223614722848,61.95631095351871
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.25,100,1000,2.553065954016379e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,1000,100,59.68368985249691,61.638061461908705
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,100,100,46.10759606373108,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,1000,1000,52.99849039569814,50.305053873202155
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,1000,100,56.836726545808446,57.80228047141816
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,10,100,80.78022548061419,46.17480922155124
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,100,100,55.057706394983526,12.142159832658024
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,100,1000,61.60224477992635,61.95631231153533
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,100,100,61.46261512297833,61.93979318282362
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,10,1000,80.6484286139426,46.19132699224633
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,10,1000,80.64842988215496,46.191328350476
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,1000,100,48.932424768726406,12.18584751976141
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,100,1000,1.4724457043466277,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,100,1000,56.82365580784773,50.26136618609877
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,100,1000,61.602244779913036,61.95631231174838
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,100,100,60.98467031771118,61.59437377480532
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,100,100,59.33694150678197,57.75859278431477
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,10,10,79.8265794068259,-25.384574850547665
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,10,10,79.60402704982864,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,1000,1000,60.639999999314796,61.99999999885176
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,1000,1000,60.607630419200895,61.97292698747583
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,10,1000,32.33863951828995,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,1000,10,49.415870779854984,-9.5759032021719
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,1000,1000,60.63999999979972,61.99999999870789
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.3,1000,10,46.63065855952661,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,10,10,80.04972539767475,13.558253407182974
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,1000,1000,60.63999999945115,61.999999998638714
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,100,1000,61.60224478002633,61.956312311652084
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,100,1000,61.60224478024401,61.956312311604506
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.39999999999999997,100,10,55.396742818307594,-9.619590889275287
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,10,100,80.80647369303041,45.82938981353294
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,10,1000,80.64842988213253,46.19132835026295
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,10,100,80.71617010498225,46.19098530921963
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,1000,10,48.12082199583597,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,10,100,80.6738199618327,46.191325306668375
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,1000,100,60.43768068912779,61.98348086992701
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,100,100,61.59952144057703,61.95630926794075
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.35,100,10,54.80591162429848,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,100,100,61.57969086687161,61.955969270492005
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,1000,10,50.537784364885695,29.366925055558738
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,1000,100,60.603492235919944,61.99965695759539
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,100,1000,61.602244780034056,61.95631231177015
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,100,10,57.959535757700245,58.61239230212573
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,100,10,56.868763429992086,46.314193874373814
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,10,1000,80.64842988232918,46.1913283506197
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,10,1000,80.64842988219597,46.19132835049777
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,1000,1000,60.6399999993705,61.99999999851923
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,100,10,57.33870660801272,54.55833179885502
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,10,1000,80.64842988220819,46.191328350379706
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.44999999999999996,100,10,56.23780606213752,29.323237368455352
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,10,1000,80.6484298820442,46.191328350143465
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,1000,100,60.63999973774813,61.999999999064244
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,100,100,61.6022441586702,61.956312311946476
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,100,100,61.602008117468465,61.9563123010833
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,1000,10,52.69988737646944,54.60201948595841
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,1000,100,60.63999540197237,61.99999999904986
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,10,100,80.64842986171631,46.1913283506741
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,10,100,80.65249495838526,46.19132833981092
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,100,1000,61.602244779881886,61.95631231143568
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,1000,10,51.86518922630833,46.3578815614772
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.49999999999999994,10,10,80.22633234543414,30.549209913101436
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.5499999999999999,10,10,80.30578799060939,38.793347837582644
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,1000,100,60.63454241094463,61.99999695504414
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,1000,10,53.81181783585524,58.65607998922911
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,1000,1000,60.63999999956003,61.99999999875547
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,1000,1000,60.63999999981348,61.99999999899546
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,10,100,80.64842988192912,46.19132835068848
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,10,100,80.64877081864138,46.191328350678816
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,100,100,61.60224476192585,61.95631231196086
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.9,10,1000,80.64842988212511,46.19132835031485
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,100,10,58.361008880524736,60.54493984392337
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,1000,100,60.639343703037895,61.99999998818669
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.9,1000,1000,60.63999999945149,61.99999999869061
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,100,100,61.60223026229151,61.956312311951194
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,1000,100,60.63999998839414,61.99999999910341
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.95,10,100,80.64842988235581,46.191328350650565
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,1000,100,60.639937749250066,61.99999999905458
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.6,10,10,80.4447648228042,42.84740834085335
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,10,10,80.5338684481794,44.779955882650995
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,100,1000,61.602244779847695,61.95631231141584
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.9,100,100,61.60224478028374,61.95631231199195
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.9,100,1000,61.60224477992219,61.956312311587226
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.95,100,100,61.60224478028348,61.95631231192294
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,1000,1000,60.639999999565,61.999999998873534
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,100,10,58.7544920324751,61.41159488166841
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,100,10,59.51526903235013,61.899876681232456
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.9,1000,100,60.63999999945729,61.99999999909534
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,100,1000,61.60224478026325,61.95631231189208
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.95,100,1000,61.602244779989576,61.95631231126072
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,10,10,80.78176832432784,46.1771980763246
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,10,100,80.64842988235564,46.191328350727645
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,100,10,59.1521857826202,61.76830576047536
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,10,1000,80.64842988209718,46.1913283501633
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7,10,10,80.65306464183034,45.64661092039603
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.85,100,100,61.602244779916305,61.95631231200002
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.7999999999999999,10,10,80.77142481894579,46.13489271996008
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.65,1000,10,54.576898195644404,60.58862753102676
1000,1000,100,100,600,1,0.6,0.08,0.05,0.39999999999999997,0.75,10,10,80.69334036505042,46.00332179920298
